size,algo,trial,ops,disorder,strategy
250,--complex,48,3017,52.21,Complex / O(n log n)
250,--complex,49,3017,52.19,Complex / O(n log n)
250,--complex,50,3017,51.87,Complex / O(n log n)
250,--adaptative,1,2643,47.64,Adaptative / O(n√n)
250,--adaptative,2,2953,53.17,Adaptative / O(n√n)
250,--adaptative,3,2608,50.88,Adaptative / O(n√n)
250,--adaptative,4,2932,46.79,Adaptative / O(n√n)
250,--adaptative,5,2571,46.76,Adaptative / O(n√n)
250,--adaptative,6,2678,50.56,Adaptative / O(n√n)
250,--adaptative,7,3031,46.87,Adaptative / O(n√n)
250,--adaptative,8,2718,47.47,Adaptative / O(n√n)
250,--adaptative,9,2891,50.97,Adaptative / O(n√n)
250,--adaptative,10,3008,52.79,Adaptative / O(n√n)
250,--adaptative,11,2865,48.39,Adaptative / O(n√n)
250,--adaptative,12,2805,49.47,Adaptative / O(n√n)
250,--adaptative,13,3104,50.16,Adaptative / O(n√n)
250,--adaptative,14,2930,51.28,Adaptative / O(n√n)
250,--adaptative,15,2920,50.43,Adaptative / O(n√n)
250,--adaptative,16,2753,48.79,Adaptative / O(n√n)
250,--adaptative,17,2884,51.82,Adaptative / O(n√n)
250,--adaptative,18,2807,49.41,Adaptative / O(n√n)
250,--adaptative,19,2968,48.73,Adaptative / O(n√n)
250,--adaptative,20,2893,48.58,Adaptative / O(n√n)
250,--adaptative,21,2863,48.10,Adaptative / O(n√n)
250,--adaptative,22,2600,49.5,Adaptative / O(n√n)
250,--adaptative,23,2778,49.62,Adaptative / O(n√n)
250,--adaptative,24,2887,50.45,Adaptative / O(n√n)
250,--adaptative,25,2873,48.61,Adaptative / O(n√n)
250,--adaptative,26,2764,48.77,Adaptative / O(n√n)
250,--adaptative,27,2956,49.2,Adaptative / O(n√n)
250,--adaptative,28,2774,51.48,Adaptative / O(n√n)
250,--adaptative,29,2888,49.72,Adaptative / O(n√n)
250,--adaptative,30,2550,50.43,Adaptative / O(n√n)
250,--adaptative,31,2808,52.0,Adaptative / O(n√n)
250,--adaptative,32,2784,46.89,Adaptative / O(n√n)
250,--adaptative,33,2489,49.66,Adaptative / O(n√n)
250,--adaptative,34,2620,51.25,Adaptative / O(n√n)
250,--adaptative,35,2756,51.85,Adaptative / O(n√n)
250,--adaptative,36,2858,49.28,Adaptative / O(n√n)
250,--adaptative,37,3165,51.82,Adaptative / O(n√n)
250,--adaptative,38,2815,46.53,Adaptative / O(n√n)
250,--adaptative,39,2823,53.13,Adaptative / O(n√n)
250,--adaptative,40,2814,49.30,Adaptative / O(n√n)
250,--adaptative,41,2782,50.81,Adaptative / O(n√n)
250,--adaptative,42,2833,50.52,Adaptative / O(n√n)
250,--adaptative,43,2985,52.51,Adaptative / O(n√n)
250,--adaptative,44,2800,51.87,Adaptative / O(n√n)
250,--adaptative,45,2737,49.0,Adaptative / O(n√n)
250,--adaptative,46,2678,50.3,Adaptative / O(n√n)
250,--adaptative,47,2972,52.30,Adaptative / O(n√n)
250,--adaptative,48,2964,48.36,Adaptative / O(n√n)
250,--adaptative,49,2774,50.15,Adaptative / O(n√n)
250,--adaptative,50,2612,49.86,Adaptative / O(n√n)
500,--simple,1,33561,49.23,Simple / O(n^2)
500,--simple,2,31097,50.25,Simple / O(n^2)
500,--simple,3,33060,51.6,Simple / O(n^2)
500,--simple,4,31507,50.11,Simple / O(n^2)
500,--simple,5,32655,49.84,Simple / O(n^2)
500,--simple,6,32399,53.16,Simple / O(n^2)
500,--simple,7,34146,50.15,Simple / O(n^2)
500,--simple,8,32740,52.81,Simple / O(n^2)
500,--simple,9,32207,48.83,Simple / O(n^2)
500,--simple,10,32306,46.90,Simple / O(n^2)
500,--simple,11,32308,47.51,Simple / O(n^2)
500,--simple,12,32184,50.23,Simple / O(n^2)
500,--simple,13,31319,49.83,Simple / O(n^2)
500,--simple,14,33007,50.9,Simple / O(n^2)
500,--simple,15,32841,51.78,Simple / O(n^2)
500,--simple,16,31628,48.20,Simple / O(n^2)
500,--simple,17,32765,50.86,Simple / O(n^2)
500,--simple,18,31184,47.76,Simple / O(n^2)
500,--simple,19,30328,48.59,Simple / O(n^2)
500,--simple,20,30708,50.19,Simple / O(n^2)
500,--simple,21,31349,50.21,Simple / O(n^2)
500,--simple,22,32328,50.51,Simple / O(n^2)
500,--simple,23,31525,50.11,Simple / O(n^2)
500,--simple,24,33011,51.69,Simple / O(n^2)
500,--simple,25,31069,48.24,Simple / O(n^2)
500,--simple,26,30982,48.18,Simple / O(n^2)
500,--simple,27,31958,48.78,Simple / O(n^2)
500,--simple,28,34941,49.85,Simple / O(n^2)
500,--simple,29,33266,47.88,Simple / O(n^2)
500,--simple,30,32958,50.11,Simple / O(n^2)
500,--simple,31,31826,48.4,Simple / O(n^2)
500,--simple,32,30185,49.23,Simple / O(n^2)
500,--simple,33,31851,50.52,Simple / O(n^2)
500,--simple,34,30786,49.55,Simple / O(n^2)
500,--simple,35,33013,50.89,Simple / O(n^2)
500,--simple,36,31304,49.42,Simple / O(n^2)
500,--simple,37,31761,52.29,Simple / O(n^2)
500,--simple,38,32117,47.73,Simple / O(n^2)
500,--simple,39,33938,49.28,Simple / O(n^2)
500,--simple,40,31696,52.27,Simple / O(n^2)
500,--simple,41,32222,49.49,Simple / O(n^2)
500,--simple,42,33010,52.17,Simple / O(n^2)
500,--simple,43,34292,50.67,Simple / O(n^2)
500,--simple,44,32491,50.42,Simple / O(n^2)
500,--simple,45,31856,53.66,Simple / O(n^2)
500,--simple,46,32873,51.24,Simple / O(n^2)
500,--simple,47,33087,51.16,Simple / O(n^2)
500,--simple,48,30912,49.68,Simple / O(n^2)
500,--simple,49,31774,52.98,Simple / O(n^2)
500,--simple,50,31719,49.73,Simple / O(n^2)
500,--intermediate,1,6815,50.53,Intermediate / O(n√n)
500,--intermediate,2,7017,50.56,Intermediate / O(n√n)
500,--intermediate,3,7204,48.1,Intermediate / O(n√n)
500,--intermediate,4,7072,47.48,Intermediate / O(n√n)
500,--intermediate,5,6960,51.93,Intermediate / O(n√n)
500,--intermediate,6,7299,50.48,Intermediate / O(n√n)
500,--intermediate,7,7093,48.0,Intermediate / O(n√n)
500,--intermediate,8,7066,48.46,Intermediate / O(n√n)
500,--intermediate,9,6843,48.38,Intermediate / O(n√n)
500,--intermediate,10,7322,50.88,Intermediate / O(n√n)
500,--intermediate,11,7081,49.58,Intermediate / O(n√n)
500,--intermediate,12,7150,47.46,Intermediate / O(n√n)
500,--intermediate,13,7144,47.43,Intermediate / O(n√n)
500,--intermediate,14,6919,47.60,Intermediate / O(n√n)
500,--intermediate,15,7260,50.57,Intermediate / O(n√n)
500,--intermediate,16,6882,48.96,Intermediate / O(n√n)
500,--intermediate,17,6835,50.13,Intermediate / O(n√n)
500,--intermediate,18,7233,51.5,Intermediate / O(n√n)
500,--intermediate,19,7237,49.60,Intermediate / O(n√n)
500,--intermediate,20,7378,49.96,Intermediate / O(n√n)
500,--intermediate,21,6975,51.60,Intermediate / O(n√n)
500,--intermediate,22,7176,49.68,Intermediate / O(n√n)
500,--intermediate,23,6724,50.6,Intermediate / O(n√n)
500,--intermediate,24,7394,50.12,Intermediate / O(n√n)
500,--intermediate,25,7210,53.9,Intermediate / O(n√n)
500,--intermediate,26,7636,50.98,Intermediate / O(n√n)
500,--intermediate,27,6549,49.3,Intermediate / O(n√n)
500,--intermediate,28,6940,48.82,Intermediate / O(n√n)
500,--intermediate,29,7126,51.31,Intermediate / O(n√n)
500,--intermediate,30,7023,50.78,Intermediate / O(n√n)
500,--intermediate,31,6929,51.84,Intermediate / O(n√n)
500,--intermediate,32,7709,50.37,Intermediate / O(n√n)
500,--intermediate,33,7137,51.86,Intermediate / O(n√n)
500,--intermediate,34,7206,50.93,Intermediate / O(n√n)
500,--intermediate,35,7070,50.64,Intermediate / O(n√n)
500,--intermediate,36,6933,49.54,Intermediate / O(n√n)
500,--intermediate,37,7154,48.97,Intermediate / O(n√n)
500,--intermediate,38,7235,47.98,Intermediate / O(n√n)
500,--intermediate,39,6923,49.50,Intermediate / O(n√n)
500,--intermediate,40,7230,52.80,Intermediate / O(n√n)
500,--intermediate,41,7471,50.31,Intermediate / O(n√n)
500,--intermediate,42,6937,49.75,Intermediate / O(n√n)
500,--intermediate,43,7339,49.25,Intermediate / O(n√n)
500,--intermediate,44,6877,49.39,Intermediate / O(n√n)
500,--intermediate,45,7217,48.74,Intermediate / O(n√n)
500,--intermediate,46,6934,48.17,Intermediate / O(n√n)
500,--intermediate,47,6905,50.33,Intermediate / O(n√n)
500,--intermediate,48,7163,51.49,Intermediate / O(n√n)
500,--intermediate,49,6830,49.5,Intermediate / O(n√n)
500,--intermediate,50,6928,51.88,Intermediate / O(n√n)
500,--complex,1,6784,50.59,Complex / O(n log n)
500,--complex,2,6784,48.58,Complex / O(n log n)
500,--complex,3,6784,51.85,Complex / O(n log n)
500,--complex,4,6784,48.60,Complex / O(n log n)
500,--complex,5,6784,50.0,Complex / O(n log n)
500,--complex,6,6784,50.21,Complex / O(n log n)
500,--complex,7,6784,47.96,Complex / O(n log n)
500,--complex,8,6784,49.37,Complex / O(n log n)
500,--complex,9,6784,48.58,Complex / O(n log n)
500,--complex,10,6784,49.25,Complex / O(n log n)
500,--complex,11,6784,52.4,Complex / O(n log n)
500,--complex,12,6784,50.5,Complex / O(n log n)
500,--complex,13,6784,50.13,Complex / O(n log n)
500,--complex,14,6784,48.28,Complex / O(n log n)
500,--complex,15,6784,48.71,Complex / O(n log n)
500,--complex,16,6784,48.86,Complex / O(n log n)
500,--complex,17,6784,49.6,Complex / O(n log n)
500,--complex,18,6784,48.69,Complex / O(n log n)
500,--complex,19,6784,48.94,Complex / O(n log n)
500,--complex,20,6784,49.56,Complex / O(n log n)
500,--complex,21,6784,52.14,Complex / O(n log n)
500,--complex,22,6784,49.27,Complex / O(n log n)
500,--complex,23,6784,49.31,Complex / O(n log n)
500,--complex,24,6784,49.21,Complex / O(n log n)
500,--complex,25,6784,51.53,Complex / O(n log n)
500,--complex,26,6784,51.0,Complex / O(n log n)
500,--complex,27,6784,51.29,Complex / O(n log n)
500,--complex,28,6784,49.73,Complex / O(n log n)
500,--complex,29,6784,49.27,Complex / O(n log n)
500,--complex,30,6784,51.6,Complex / O(n log n)
500,--complex,31,6784,49.80,Complex / O(n log n)
500,--complex,32,6784,49.30,Complex / O(n log n)
500,--complex,33,6784,50.84,Complex / O(n log n)
500,--complex,34,6784,49.75,Complex / O(n log n)
500,--complex,35,6784,52.26,Complex / O(n log n)
500,--complex,36,6784,50.16,Complex / O(n log n)
500,--complex,37,6784,47.33,Complex / O(n log n)
500,--complex,38,6784,50.17,Complex / O(n log n)
500,--complex,39,6784,49.62,Complex / O(n log n)
500,--complex,40,6784,50.5,Complex / O(n log n)
500,--complex,41,6784,49.7,Complex / O(n log n)
500,--complex,42,6784,53.66,Complex / O(n log n)
500,--complex,43,6784,49.83,Complex / O(n log n)
500,--complex,44,6784,50.58,Complex / O(n log n)
500,--complex,45,6784,47.11,Complex / O(n log n)
500,--complex,46,6784,50.55,Complex / O(n log n)
500,--complex,47,6784,51.21,Complex / O(n log n)
