size,algo,trial,ops,disorder,strategy
8,--simple,1,28,67.85,Simple / O(n^2)
8,--simple,2,25,21.42,Simple / O(n^2)
8,--simple,3,27,50.0,Simple / O(n^2)
8,--simple,4,24,42.85,Simple / O(n^2)
8,--simple,5,21,32.14,Simple / O(n^2)
8,--simple,6,20,42.85,Simple / O(n^2)
8,--simple,7,18,17.85,Simple / O(n^2)
8,--simple,8,24,39.28,Simple / O(n^2)
8,--simple,9,25,42.85,Simple / O(n^2)
8,--simple,10,18,39.28,Simple / O(n^2)
8,--simple,11,26,46.42,Simple / O(n^2)
8,--simple,12,20,64.28,Simple / O(n^2)
8,--simple,13,28,32.14,Simple / O(n^2)
8,--simple,14,26,71.42,Simple / O(n^2)
8,--simple,15,19,35.71,Simple / O(n^2)
8,--simple,16,25,28.57,Simple / O(n^2)
8,--simple,17,26,71.42,Simple / O(n^2)
8,--simple,18,30,64.28,Simple / O(n^2)
8,--simple,19,20,14.28,Simple / O(n^2)
8,--simple,20,27,57.14,Simple / O(n^2)
8,--simple,21,21,46.42,Simple / O(n^2)
8,--simple,22,21,60.71,Simple / O(n^2)
8,--simple,23,31,57.14,Simple / O(n^2)
8,--simple,24,23,28.57,Simple / O(n^2)
8,--simple,25,20,39.28,Simple / O(n^2)
8,--simple,26,30,46.42,Simple / O(n^2)
8,--simple,27,19,50.0,Simple / O(n^2)
8,--simple,28,20,35.71,Simple / O(n^2)
8,--simple,29,23,67.85,Simple / O(n^2)
8,--simple,30,25,50.0,Simple / O(n^2)
8,--simple,31,19,53.57,Simple / O(n^2)
8,--simple,32,21,50.0,Simple / O(n^2)
8,--simple,33,30,50.0,Simple / O(n^2)
8,--simple,34,20,42.85,Simple / O(n^2)
8,--simple,35,22,53.57,Simple / O(n^2)
8,--simple,36,27,64.28,Simple / O(n^2)
8,--simple,37,27,35.71,Simple / O(n^2)
8,--simple,38,27,57.14,Simple / O(n^2)
8,--simple,39,19,53.57,Simple / O(n^2)
8,--simple,40,15,17.85,Simple / O(n^2)
8,--simple,41,20,28.57,Simple / O(n^2)
8,--simple,42,20,32.14,Simple / O(n^2)
8,--simple,43,21,53.57,Simple / O(n^2)
8,--simple,44,26,53.57,Simple / O(n^2)
8,--simple,45,21,46.42,Simple / O(n^2)
8,--simple,46,22,28.57,Simple / O(n^2)
8,--simple,47,24,53.57,Simple / O(n^2)
8,--simple,48,28,60.71,Simple / O(n^2)
8,--simple,49,23,21.42,Simple / O(n^2)
8,--simple,50,28,53.57,Simple / O(n^2)
8,--intermediate,1,25,46.42,Intermediate / O(n√n)
8,--intermediate,2,21,39.28,Intermediate / O(n√n)
8,--intermediate,3,23,50.0,Intermediate / O(n√n)
8,--intermediate,4,21,32.14,Intermediate / O(n√n)
8,--intermediate,5,26,67.85,Intermediate / O(n√n)
8,--intermediate,6,21,60.71,Intermediate / O(n√n)
8,--intermediate,7,17,53.57,Intermediate / O(n√n)
8,--intermediate,8,23,50.0,Intermediate / O(n√n)
8,--intermediate,9,17,42.85,Intermediate / O(n√n)
8,--intermediate,10,25,53.57,Intermediate / O(n√n)
8,--intermediate,11,24,53.57,Intermediate / O(n√n)
8,--intermediate,12,31,42.85,Intermediate / O(n√n)
8,--intermediate,13,29,39.28,Intermediate / O(n√n)
8,--intermediate,14,22,50.0,Intermediate / O(n√n)
8,--intermediate,15,28,60.71,Intermediate / O(n√n)
8,--intermediate,16,26,53.57,Intermediate / O(n√n)
8,--intermediate,17,20,35.71,Intermediate / O(n√n)
8,--intermediate,18,19,35.71,Intermediate / O(n√n)
8,--intermediate,19,24,42.85,Intermediate / O(n√n)
8,--intermediate,20,25,60.71,Intermediate / O(n√n)
8,--intermediate,21,22,21.42,Intermediate / O(n√n)
8,--intermediate,22,17,32.14,Intermediate / O(n√n)
8,--intermediate,23,25,53.57,Intermediate / O(n√n)
8,--intermediate,24,25,28.57,Intermediate / O(n√n)
8,--intermediate,25,20,57.14,Intermediate / O(n√n)
8,--intermediate,26,20,57.14,Intermediate / O(n√n)
8,--intermediate,27,20,32.14,Intermediate / O(n√n)
8,--intermediate,28,20,35.71,Intermediate / O(n√n)
8,--intermediate,29,26,50.0,Intermediate / O(n√n)
8,--intermediate,30,18,21.42,Intermediate / O(n√n)
8,--intermediate,31,22,50.0,Intermediate / O(n√n)
8,--intermediate,32,25,71.42,Intermediate / O(n√n)
8,--intermediate,33,25,39.28,Intermediate / O(n√n)
8,--intermediate,34,26,57.14,Intermediate / O(n√n)
8,--intermediate,35,20,42.85,Intermediate / O(n√n)
8,--intermediate,36,21,35.71,Intermediate / O(n√n)
8,--intermediate,37,24,57.14,Intermediate / O(n√n)
8,--intermediate,38,25,71.42,Intermediate / O(n√n)
8,--intermediate,39,25,46.42,Intermediate / O(n√n)
8,--intermediate,40,22,64.28,Intermediate / O(n√n)
8,--intermediate,41,26,50.0,Intermediate / O(n√n)
8,--intermediate,42,25,39.28,Intermediate / O(n√n)
8,--intermediate,43,26,50.0,Intermediate / O(n√n)
8,--intermediate,44,28,67.85,Intermediate / O(n√n)
8,--intermediate,45,26,78.57,Intermediate / O(n√n)
8,--intermediate,46,21,64.28,Intermediate / O(n√n)
8,--intermediate,47,25,39.28,Intermediate / O(n√n)
8,--intermediate,48,24,57.14,Intermediate / O(n√n)
8,--intermediate,49,28,57.14,Intermediate / O(n√n)
8,--intermediate,50,25,71.42,Intermediate / O(n√n)
8,--complex,1,24,32.14,Complex / O(n log n)
8,--complex,2,27,64.28,Complex / O(n log n)
8,--complex,3,29,78.57,Complex / O(n log n)
8,--complex,4,25,64.28,Complex / O(n log n)
8,--complex,5,28,64.28,Complex / O(n log n)
8,--complex,6,29,57.14,Complex / O(n log n)
8,--complex,7,24,71.42,Complex / O(n log n)
8,--complex,8,26,35.71,Complex / O(n log n)
8,--complex,9,25,32.14,Complex / O(n log n)
8,--complex,10,22,42.85,Complex / O(n log n)
8,--complex,11,33,75.0,Complex / O(n log n)
8,--complex,12,21,53.57,Complex / O(n log n)
8,--complex,13,29,60.71,Complex / O(n log n)
8,--complex,14,18,50.0,Complex / O(n log n)
8,--complex,15,18,39.28,Complex / O(n log n)
8,--complex,16,25,57.14,Complex / O(n log n)
8,--complex,17,21,46.42,Complex / O(n log n)
8,--complex,18,30,46.42,Complex / O(n log n)
8,--complex,19,31,57.14,Complex / O(n log n)
8,--complex,20,20,50.0,Complex / O(n log n)
8,--complex,21,21,75.0,Complex / O(n log n)
8,--complex,22,29,57.14,Complex / O(n log n)
8,--complex,23,30,53.57,Complex / O(n log n)
8,--complex,24,32,60.71,Complex / O(n log n)
8,--complex,25,17,46.42,Complex / O(n log n)
8,--complex,26,20,60.71,Complex / O(n log n)
8,--complex,27,25,35.71,Complex / O(n log n)
8,--complex,28,21,53.57,Complex / O(n log n)
8,--complex,29,29,46.42,Complex / O(n log n)
8,--complex,30,29,28.57,Complex / O(n log n)
8,--complex,31,21,42.85,Complex / O(n log n)
8,--complex,32,28,53.57,Complex / O(n log n)
8,--complex,33,19,60.71,Complex / O(n log n)
8,--complex,34,23,42.85,Complex / O(n log n)
8,--complex,35,24,67.85,Complex / O(n log n)
8,--complex,36,21,53.57,Complex / O(n log n)
8,--complex,37,18,32.14,Complex / O(n log n)
8,--complex,38,23,46.42,Complex / O(n log n)
8,--complex,39,20,50.0,Complex / O(n log n)
8,--complex,40,26,53.57,Complex / O(n log n)
8,--complex,41,28,57.14,Complex / O(n log n)
8,--complex,42,25,42.85,Complex / O(n log n)
8,--complex,43,25,57.14,Complex / O(n log n)
8,--complex,44,26,64.28,Complex / O(n log n)
8,--complex,45,28,57.14,Complex / O(n log n)
8,--complex,46,25,42.85,Complex / O(n log n)
8,--complex,47,22,67.85,Complex / O(n log n)
8,--complex,48,27,64.28,Complex / O(n log n)
8,--complex,49,25,53.57,Complex / O(n log n)
8,--complex,50,31,71.42,Complex / O(n log n)
8,--adaptative,1,19,60.71,Adaptative / O(n^2)
8,--adaptative,2,27,53.57,Adaptative / O(n^2)
8,--adaptative,3,26,67.85,Adaptative / O(n^2)
8,--adaptative,4,21,60.71,Adaptative / O(n^2)
8,--adaptative,5,20,28.57,Adaptative / O(n^2)
8,--adaptative,6,29,35.71,Adaptative / O(n^2)
8,--adaptative,7,15,32.14,Adaptative / O(n^2)
8,--adaptative,8,24,53.57,Adaptative / O(n^2)
8,--adaptative,9,31,75.0,Adaptative / O(n^2)
8,--adaptative,10,25,60.71,Adaptative / O(n^2)
8,--adaptative,11,15,39.28,Adaptative / O(n^2)
8,--adaptative,12,27,35.71,Adaptative / O(n^2)
8,--adaptative,13,23,39.28,Adaptative / O(n^2)
8,--adaptative,14,28,46.42,Adaptative / O(n^2)
8,--adaptative,15,20,50.0,Adaptative / O(n^2)
8,--adaptative,16,18,42.85,Adaptative / O(n^2)
8,--adaptative,17,22,53.57,Adaptative / O(n^2)
8,--adaptative,18,18,42.85,Adaptative / O(n^2)
8,--adaptative,19,26,50.0,Adaptative / O(n^2)
8,--adaptative,20,26,46.42,Adaptative / O(n^2)
8,--adaptative,21,23,21.42,Adaptative / O(n^2)
8,--adaptative,22,24,42.85,Adaptative / O(n^2)
8,--adaptative,23,22,53.57,Adaptative / O(n^2)
8,--adaptative,24,28,46.42,Adaptative / O(n^2)
8,--adaptative,25,21,50.0,Adaptative / O(n^2)
8,--adaptative,26,26,50.0,Adaptative / O(n^2)
8,--adaptative,27,25,67.85,Adaptative / O(n^2)
8,--adaptative,28,30,67.85,Adaptative / O(n^2)
8,--adaptative,29,23,53.57,Adaptative / O(n^2)
8,--adaptative,30,26,39.28,Adaptative / O(n^2)
8,--adaptative,31,20,50.0,Adaptative / O(n^2)
8,--adaptative,32,20,71.42,Adaptative / O(n^2)
8,--adaptative,33,25,35.71,Adaptative / O(n^2)
8,--adaptative,34,28,60.71,Adaptative / O(n^2)
8,--adaptative,35,25,42.85,Adaptative / O(n^2)
8,--adaptative,36,23,50.0,Adaptative / O(n^2)
8,--adaptative,37,20,60.71,Adaptative / O(n^2)
8,--adaptative,38,24,39.28,Adaptative / O(n^2)
8,--adaptative,39,20,53.57,Adaptative / O(n^2)
8,--adaptative,40,18,32.14,Adaptative / O(n^2)
8,--adaptative,41,26,57.14,Adaptative / O(n^2)
8,--adaptative,42,26,35.71,Adaptative / O(n^2)
8,--adaptative,43,25,67.85,Adaptative / O(n^2)
8,--adaptative,44,28,50.0,Adaptative / O(n^2)
8,--adaptative,45,18,42.85,Adaptative / O(n^2)
8,--adaptative,46,29,46.42,Adaptative / O(n^2)
8,--adaptative,47,26,71.42,Adaptative / O(n^2)
8,--adaptative,48,18,50.0,Adaptative / O(n^2)
8,--adaptative,49,31,82.14,Adaptative / O(n^2)
8,--adaptative,50,26,39.28,Adaptative / O(n^2)
10,--simple,1,32,40.0,Simple / O(n^2)
10,--simple,2,32,48.88,Simple / O(n^2)
10,--simple,3,31,62.22,Simple / O(n^2)
10,--simple,4,28,33.33,Simple / O(n^2)
10,--simple,5,30,44.44,Simple / O(n^2)
10,--simple,6,33,73.33,Simple / O(n^2)
10,--simple,7,32,26.66,Simple / O(n^2)
10,--simple,8,35,42.22,Simple / O(n^2)
10,--simple,9,32,26.66,Simple / O(n^2)
10,--simple,10,33,55.55,Simple / O(n^2)
10,--simple,11,31,42.22,Simple / O(n^2)
10,--simple,12,33,55.55,Simple / O(n^2)
10,--simple,13,34,62.22,Simple / O(n^2)
10,--simple,14,36,55.55,Simple / O(n^2)
10,--simple,15,34,31.11,Simple / O(n^2)
10,--simple,16,34,60.0,Simple / O(n^2)
10,--simple,17,29,71.11,Simple / O(n^2)
10,--simple,18,28,37.77,Simple / O(n^2)
10,--simple,19,34,42.22,Simple / O(n^2)
10,--simple,20,31,53.33,Simple / O(n^2)
10,--simple,21,30,60.0,Simple / O(n^2)
10,--simple,22,34,46.66,Simple / O(n^2)
10,--simple,23,28,28.88,Simple / O(n^2)
10,--simple,24,35,55.55,Simple / O(n^2)
10,--simple,25,34,48.88,Simple / O(n^2)
10,--simple,26,34,48.88,Simple / O(n^2)
10,--simple,27,34,51.11,Simple / O(n^2)
10,--simple,28,33,42.22,Simple / O(n^2)
10,--simple,29,31,46.66,Simple / O(n^2)
10,--simple,30,32,40.0,Simple / O(n^2)
10,--simple,31,32,64.44,Simple / O(n^2)
10,--simple,32,31,31.11,Simple / O(n^2)
10,--simple,33,36,66.66,Simple / O(n^2)
10,--simple,34,35,60.0,Simple / O(n^2)
10,--simple,35,36,44.44,Simple / O(n^2)
10,--simple,36,28,44.44,Simple / O(n^2)
10,--simple,37,32,55.55,Simple / O(n^2)
10,--simple,38,30,48.88,Simple / O(n^2)
10,--simple,39,36,64.44,Simple / O(n^2)
10,--simple,40,32,44.44,Simple / O(n^2)
10,--simple,41,33,62.22,Simple / O(n^2)
10,--simple,42,34,42.22,Simple / O(n^2)
10,--simple,43,28,31.11,Simple / O(n^2)
10,--simple,44,35,53.33,Simple / O(n^2)
10,--simple,45,33,62.22,Simple / O(n^2)
10,--simple,46,32,55.55,Simple / O(n^2)
10,--simple,47,33,57.77,Simple / O(n^2)
10,--simple,48,33,60.0,Simple / O(n^2)
10,--simple,49,38,42.22,Simple / O(n^2)
10,--simple,50,33,40.0,Simple / O(n^2)
10,--intermediate,1,29,33.33,Intermediate / O(n√n)
10,--intermediate,2,32,42.22,Intermediate / O(n√n)
10,--intermediate,3,32,57.77,Intermediate / O(n√n)
10,--intermediate,4,33,28.88,Intermediate / O(n√n)
10,--intermediate,5,34,55.55,Intermediate / O(n√n)
10,--intermediate,6,33,31.11,Intermediate / O(n√n)
10,--intermediate,7,41,57.77,Intermediate / O(n√n)
10,--intermediate,8,30,51.11,Intermediate / O(n√n)
10,--intermediate,9,28,13.33,Intermediate / O(n√n)
10,--intermediate,10,36,57.77,Intermediate / O(n√n)
10,--intermediate,11,35,64.44,Intermediate / O(n√n)
10,--intermediate,12,29,40.0,Intermediate / O(n√n)
10,--intermediate,13,35,57.77,Intermediate / O(n√n)
10,--intermediate,14,32,42.22,Intermediate / O(n√n)
10,--intermediate,15,30,40.0,Intermediate / O(n√n)
10,--intermediate,16,33,51.11,Intermediate / O(n√n)
10,--intermediate,17,32,31.11,Intermediate / O(n√n)
10,--intermediate,18,37,64.44,Intermediate / O(n√n)
10,--intermediate,19,40,64.44,Intermediate / O(n√n)
10,--intermediate,20,33,28.88,Intermediate / O(n√n)
10,--intermediate,21,36,64.44,Intermediate / O(n√n)
10,--intermediate,22,30,37.77,Intermediate / O(n√n)
10,--intermediate,23,31,46.66,Intermediate / O(n√n)
10,--intermediate,24,35,62.22,Intermediate / O(n√n)
10,--intermediate,25,33,28.88,Intermediate / O(n√n)
10,--intermediate,26,31,26.66,Intermediate / O(n√n)
10,--intermediate,27,37,66.66,Intermediate / O(n√n)
10,--intermediate,28,32,46.66,Intermediate / O(n√n)
10,--intermediate,29,33,42.22,Intermediate / O(n√n)
10,--intermediate,30,36,60.0,Intermediate / O(n√n)
10,--intermediate,31,37,60.0,Intermediate / O(n√n)
10,--intermediate,32,32,33.33,Intermediate / O(n√n)
10,--intermediate,33,37,48.88,Intermediate / O(n√n)
10,--intermediate,34,35,66.66,Intermediate / O(n√n)
10,--intermediate,35,32,40.0,Intermediate / O(n√n)
10,--intermediate,36,35,42.22,Intermediate / O(n√n)
10,--intermediate,37,35,40.0,Intermediate / O(n√n)
10,--intermediate,38,28,33.33,Intermediate / O(n√n)
10,--intermediate,39,35,33.33,Intermediate / O(n√n)
10,--intermediate,40,33,42.22,Intermediate / O(n√n)
10,--intermediate,41,33,26.66,Intermediate / O(n√n)
10,--intermediate,42,30,46.66,Intermediate / O(n√n)
10,--intermediate,43,35,44.44,Intermediate / O(n√n)
10,--intermediate,44,32,48.88,Intermediate / O(n√n)
10,--intermediate,45,32,75.55,Intermediate / O(n√n)
10,--intermediate,46,33,31.11,Intermediate / O(n√n)
10,--intermediate,47,33,57.77,Intermediate / O(n√n)
10,--intermediate,48,32,44.44,Intermediate / O(n√n)
10,--intermediate,49,33,37.77,Intermediate / O(n√n)
10,--intermediate,50,38,57.77,Intermediate / O(n√n)
10,--complex,1,65,42.22,Complex / O(n log n)
10,--complex,2,65,33.33,Complex / O(n log n)
10,--complex,3,65,44.44,Complex / O(n log n)
10,--complex,4,65,51.11,Complex / O(n log n)
10,--complex,5,65,22.22,Complex / O(n log n)
10,--complex,6,65,64.44,Complex / O(n log n)
10,--complex,7,65,55.55,Complex / O(n log n)
10,--complex,8,65,48.88,Complex / O(n log n)
10,--complex,9,65,71.11,Complex / O(n log n)
10,--complex,10,65,48.88,Complex / O(n log n)
10,--complex,11,65,53.33,Complex / O(n log n)
10,--complex,12,65,62.22,Complex / O(n log n)
10,--complex,13,65,53.33,Complex / O(n log n)
10,--complex,14,65,40.0,Complex / O(n log n)
10,--complex,15,65,33.33,Complex / O(n log n)
10,--complex,16,65,53.33,Complex / O(n log n)
10,--complex,17,65,48.88,Complex / O(n log n)
10,--complex,18,65,28.88,Complex / O(n log n)
10,--complex,19,65,60.0,Complex / O(n log n)
10,--complex,20,65,57.77,Complex / O(n log n)
10,--complex,21,65,40.0,Complex / O(n log n)
10,--complex,22,65,53.33,Complex / O(n log n)
10,--complex,23,65,53.33,Complex / O(n log n)
10,--complex,24,65,57.77,Complex / O(n log n)
10,--complex,25,65,77.77,Complex / O(n log n)
10,--complex,26,65,51.11,Complex / O(n log n)
10,--complex,27,65,35.55,Complex / O(n log n)
10,--complex,28,65,33.33,Complex / O(n log n)
10,--complex,29,65,55.55,Complex / O(n log n)
10,--complex,30,65,53.33,Complex / O(n log n)
10,--complex,31,65,51.11,Complex / O(n log n)
10,--complex,32,65,55.55,Complex / O(n log n)
10,--complex,33,65,57.77,Complex / O(n log n)
10,--complex,34,65,53.33,Complex / O(n log n)
10,--complex,35,65,51.11,Complex / O(n log n)
10,--complex,36,65,57.77,Complex / O(n log n)
10,--complex,37,65,48.88,Complex / O(n log n)
10,--complex,38,65,53.33,Complex / O(n log n)
10,--complex,39,65,60.0,Complex / O(n log n)
10,--complex,40,65,60.0,Complex / O(n log n)
10,--complex,41,65,57.77,Complex / O(n log n)
10,--complex,42,65,37.77,Complex / O(n log n)
10,--complex,43,65,55.55,Complex / O(n log n)
10,--complex,44,65,73.33,Complex / O(n log n)
10,--complex,45,65,42.22,Complex / O(n log n)
10,--complex,46,65,17.77,Complex / O(n log n)
10,--complex,47,65,66.66,Complex / O(n log n)
10,--complex,48,65,48.88,Complex / O(n log n)
10,--complex,49,65,42.22,Complex / O(n log n)
10,--complex,50,65,44.44,Complex / O(n log n)
10,--adaptative,1,34,60.0,Adaptative / O(n^2)
10,--adaptative,2,32,60.0,Adaptative / O(n^2)
10,--adaptative,3,32,26.66,Adaptative / O(n^2)
10,--adaptative,4,32,22.22,Adaptative / O(n^2)
10,--adaptative,5,36,60.0,Adaptative / O(n^2)
10,--adaptative,6,36,40.0,Adaptative / O(n^2)
10,--adaptative,7,31,44.44,Adaptative / O(n^2)
10,--adaptative,8,33,71.11,Adaptative / O(n^2)
10,--adaptative,9,32,57.77,Adaptative / O(n^2)
10,--adaptative,10,37,66.66,Adaptative / O(n^2)
10,--adaptative,11,35,53.33,Adaptative / O(n^2)
10,--adaptative,12,34,51.11,Adaptative / O(n^2)
10,--adaptative,13,38,53.33,Adaptative / O(n^2)
10,--adaptative,14,35,44.44,Adaptative / O(n^2)
10,--adaptative,15,35,64.44,Adaptative / O(n^2)
10,--adaptative,16,32,37.77,Adaptative / O(n^2)
10,--adaptative,17,32,28.88,Adaptative / O(n^2)
10,--adaptative,18,33,51.11,Adaptative / O(n^2)
10,--adaptative,19,33,51.11,Adaptative / O(n^2)
10,--adaptative,20,35,48.88,Adaptative / O(n^2)
10,--adaptative,21,34,51.11,Adaptative / O(n^2)
10,--adaptative,22,36,42.22,Adaptative / O(n^2)
10,--adaptative,23,34,68.88,Adaptative / O(n^2)
10,--adaptative,24,34,60.0,Adaptative / O(n^2)
10,--adaptative,25,33,33.33,Adaptative / O(n^2)
10,--adaptative,26,38,44.44,Adaptative / O(n^2)
10,--adaptative,27,36,66.66,Adaptative / O(n^2)
10,--adaptative,28,32,35.55,Adaptative / O(n^2)
10,--adaptative,29,33,48.88,Adaptative / O(n^2)
10,--adaptative,30,34,31.11,Adaptative / O(n^2)
10,--adaptative,31,34,57.77,Adaptative / O(n^2)
10,--adaptative,32,32,48.88,Adaptative / O(n^2)
10,--adaptative,33,36,26.66,Adaptative / O(n^2)
10,--adaptative,34,35,31.11,Adaptative / O(n^2)
10,--adaptative,35,33,31.11,Adaptative / O(n^2)
10,--adaptative,36,31,55.55,Adaptative / O(n^2)
10,--adaptative,37,28,51.11,Adaptative / O(n^2)
10,--adaptative,38,35,46.66,Adaptative / O(n^2)
10,--adaptative,39,35,66.66,Adaptative / O(n^2)
10,--adaptative,40,37,60.0,Adaptative / O(n^2)
10,--adaptative,41,36,64.44,Adaptative / O(n^2)
10,--adaptative,42,38,44.44,Adaptative / O(n^2)
10,--adaptative,43,34,62.22,Adaptative / O(n^2)
10,--adaptative,44,34,60.0,Adaptative / O(n^2)
10,--adaptative,45,34,44.44,Adaptative / O(n^2)
10,--adaptative,46,33,48.88,Adaptative / O(n^2)
10,--adaptative,47,30,37.77,Adaptative / O(n^2)
10,--adaptative,48,33,40.0,Adaptative / O(n^2)
10,--adaptative,49,37,53.33,Adaptative / O(n^2)
10,--adaptative,50,37,51.11,Adaptative / O(n^2)
12,--simple,1,42,78.78,Simple / O(n^2)
12,--simple,2,42,39.39,Simple / O(n^2)
12,--simple,3,42,50.0,Simple / O(n^2)
12,--simple,4,45,51.51,Simple / O(n^2)
12,--simple,5,46,66.66,Simple / O(n^2)
12,--simple,6,43,50.0,Simple / O(n^2)
12,--simple,7,45,46.96,Simple / O(n^2)
12,--simple,8,42,57.57,Simple / O(n^2)
12,--simple,9,47,48.48,Simple / O(n^2)
12,--simple,10,47,37.87,Simple / O(n^2)
12,--simple,11,41,60.60,Simple / O(n^2)
12,--simple,12,46,54.54,Simple / O(n^2)
12,--simple,13,40,43.93,Simple / O(n^2)
12,--simple,14,41,30.30,Simple / O(n^2)
12,--simple,15,41,45.45,Simple / O(n^2)
12,--simple,16,44,51.51,Simple / O(n^2)
12,--simple,17,35,87.87,Simple / O(n^2)
12,--simple,18,46,53.3,Simple / O(n^2)
12,--simple,19,45,57.57,Simple / O(n^2)
12,--simple,20,48,51.51,Simple / O(n^2)
12,--simple,21,51,53.3,Simple / O(n^2)
12,--simple,22,45,65.15,Simple / O(n^2)
12,--simple,23,41,46.96,Simple / O(n^2)
12,--simple,24,43,57.57,Simple / O(n^2)
12,--simple,25,38,69.69,Simple / O(n^2)
12,--simple,26,48,57.57,Simple / O(n^2)
12,--simple,27,42,46.96,Simple / O(n^2)
12,--simple,28,44,42.42,Simple / O(n^2)
12,--simple,29,42,62.12,Simple / O(n^2)
12,--simple,30,41,45.45,Simple / O(n^2)
12,--simple,31,44,56.6,Simple / O(n^2)
12,--simple,32,47,45.45,Simple / O(n^2)
12,--simple,33,39,30.30,Simple / O(n^2)
12,--simple,34,45,60.60,Simple / O(n^2)
12,--simple,35,35,45.45,Simple / O(n^2)
12,--simple,36,46,46.96,Simple / O(n^2)
12,--simple,37,37,53.3,Simple / O(n^2)
12,--simple,38,41,36.36,Simple / O(n^2)
12,--simple,39,36,69.69,Simple / O(n^2)
12,--simple,40,43,60.60,Simple / O(n^2)
12,--simple,41,41,66.66,Simple / O(n^2)
12,--simple,42,39,65.15,Simple / O(n^2)
12,--simple,43,43,40.90,Simple / O(n^2)
12,--simple,44,43,53.3,Simple / O(n^2)
12,--simple,45,44,39.39,Simple / O(n^2)
12,--simple,46,36,13.63,Simple / O(n^2)
12,--simple,47,38,56.6,Simple / O(n^2)
12,--simple,48,46,59.9,Simple / O(n^2)
12,--simple,49,49,63.63,Simple / O(n^2)
12,--simple,50,44,51.51,Simple / O(n^2)
12,--intermediate,1,46,48.48,Intermediate / O(n√n)
12,--intermediate,2,41,59.9,Intermediate / O(n√n)
12,--intermediate,3,40,48.48,Intermediate / O(n√n)
12,--intermediate,4,38,28.78,Intermediate / O(n√n)
12,--intermediate,5,40,48.48,Intermediate / O(n√n)
12,--intermediate,6,45,62.12,Intermediate / O(n√n)
12,--intermediate,7,42,43.93,Intermediate / O(n√n)
12,--intermediate,8,49,48.48,Intermediate / O(n√n)
12,--intermediate,9,44,33.33,Intermediate / O(n√n)
12,--intermediate,10,38,50.0,Intermediate / O(n√n)
12,--intermediate,11,49,51.51,Intermediate / O(n√n)
12,--intermediate,12,43,31.81,Intermediate / O(n√n)
12,--intermediate,13,48,50.0,Intermediate / O(n√n)
12,--intermediate,14,41,43.93,Intermediate / O(n√n)
12,--intermediate,15,46,51.51,Intermediate / O(n√n)
12,--intermediate,16,39,45.45,Intermediate / O(n√n)
12,--intermediate,17,35,24.24,Intermediate / O(n√n)
12,--intermediate,18,41,39.39,Intermediate / O(n√n)
12,--intermediate,19,48,68.18,Intermediate / O(n√n)
12,--intermediate,20,39,59.9,Intermediate / O(n√n)
12,--intermediate,21,37,54.54,Intermediate / O(n√n)
12,--intermediate,22,38,56.6,Intermediate / O(n√n)
12,--intermediate,23,42,48.48,Intermediate / O(n√n)
12,--intermediate,24,43,83.33,Intermediate / O(n√n)
12,--intermediate,25,47,54.54,Intermediate / O(n√n)
12,--intermediate,26,37,31.81,Intermediate / O(n√n)
12,--intermediate,27,41,34.84,Intermediate / O(n√n)
12,--intermediate,28,45,51.51,Intermediate / O(n√n)
12,--intermediate,29,39,66.66,Intermediate / O(n√n)
12,--intermediate,30,39,31.81,Intermediate / O(n√n)
12,--intermediate,31,45,42.42,Intermediate / O(n√n)
12,--intermediate,32,48,48.48,Intermediate / O(n√n)
12,--intermediate,33,43,46.96,Intermediate / O(n√n)
12,--intermediate,34,42,36.36,Intermediate / O(n√n)
12,--intermediate,35,43,51.51,Intermediate / O(n√n)
12,--intermediate,36,42,30.30,Intermediate / O(n√n)
12,--intermediate,37,40,56.6,Intermediate / O(n√n)
12,--intermediate,38,47,65.15,Intermediate / O(n√n)
12,--intermediate,39,48,59.9,Intermediate / O(n√n)
12,--intermediate,40,44,56.6,Intermediate / O(n√n)
12,--intermediate,41,49,54.54,Intermediate / O(n√n)
12,--intermediate,42,42,42.42,Intermediate / O(n√n)
12,--intermediate,43,46,37.87,Intermediate / O(n√n)
12,--intermediate,44,38,34.84,Intermediate / O(n√n)
12,--intermediate,45,46,65.15,Intermediate / O(n√n)
12,--intermediate,46,49,46.96,Intermediate / O(n√n)
12,--intermediate,47,44,71.21,Intermediate / O(n√n)
12,--intermediate,48,45,60.60,Intermediate / O(n√n)
12,--intermediate,49,43,62.12,Intermediate / O(n√n)
12,--intermediate,50,39,30.30,Intermediate / O(n√n)
12,--complex,1,76,39.39,Complex / O(n log n)
12,--complex,2,76,36.36,Complex / O(n log n)
12,--complex,3,76,37.87,Complex / O(n log n)
12,--complex,4,76,53.3,Complex / O(n log n)
12,--complex,5,76,42.42,Complex / O(n log n)
12,--complex,6,76,54.54,Complex / O(n log n)
12,--complex,7,76,42.42,Complex / O(n log n)
12,--complex,8,76,46.96,Complex / O(n log n)
12,--complex,9,76,59.9,Complex / O(n log n)
12,--complex,10,76,62.12,Complex / O(n log n)
12,--complex,11,76,50.0,Complex / O(n log n)
12,--complex,12,76,63.63,Complex / O(n log n)
12,--complex,13,76,53.3,Complex / O(n log n)
12,--complex,14,76,50.0,Complex / O(n log n)
12,--complex,15,76,62.12,Complex / O(n log n)
12,--complex,16,76,71.21,Complex / O(n log n)
12,--complex,17,76,50.0,Complex / O(n log n)
12,--complex,18,76,51.51,Complex / O(n log n)
12,--complex,19,76,46.96,Complex / O(n log n)
